Domain,Zone,Region,Branch_Name,Branch_Code,New_Member_Admission_August_2025,Member_Cancellation_August_2025,Borrower_August_2025,Fully_Paid_Borrower_August_2025,Reg_Loan_Recoverable_August_2025,Recovered_Regular_August_2025,Recovered_Due_August_2025,New_Due_Amount_August_2025,August_2025_Total Due,August_2025_Total_Due_Loanee,As_on_August_2025_Bad Loan_365,As_on_August_2025_Overdue_Loan_Outstanding,As_on_August_2025_Overdue_Loan_Outstanding,As on August_2025 Cummulative Loan Disbursement,As_on_August_2025_Cummulative_Loan_Collection
OP Domain Mymensingh,Gazipur Zone,Sreepur Region,Mawna-2,791,37,35,60,64,5790248,5578356,57080,211892,6591187,534,4846278,7991649,7991649,156430000,143745782
OP Domain Khulna,Khulna Zone,Khulna Region,Khalishpur,792,69,43,86,60,4242675,4002787,44099,239888,9423327,895,6535610,10225555,10225555,110182000,103486155
OP Domain Chittagaon,Chittagong North Zone,Kumira Region,Enamnahar,793,73,54,122,108,9799524,9728521,28664,71003,2106737,136,1308554,2275429,2275429,303566000,311051136
OP Domain Barisal,Faridpur Zone,Faridpur Region,Kanaipur,794,49,50,65,66,5146728,4855044,73474,291684,6368077,636,4189193,7065626,7065626,144240000,136247643
OP Domain Sylhet,Sylhet Zone,Biswanath Region,Jagannathpur,795,82,64,125,102,11106548,10548453,66502,558095,4175129,430,1112835,6484361,6484361,292270000,252294099
OP Domain Comilla,Comilla West Zone,Kutir Bazar Region,Bangura,796,46,47,65,73,8919969,8394727,38655,525242,7918730,400,4184523,10582850,10582850,230213000,199104302
OP Domain Comilla,Comilla West Zone,Homna Region,Meghna,797,42,52,52,63,8226085,8003485,59577,222600,6658147,358,4512291,7452715,7452715,218252000,197887339
OP Domain Rangpur,Rangpur Zone,Rangpur Region,Gangachara,798,97,81,175,160,8351463,8080122,132877,271341,11090053,1012,8709029,12193009,12193009,219158000,201917777
OP Domain Comilla,Chandpur Zone,Motlob Region,Nayer gaon,799,58,63,101,94,10821497,10439632,83728,381865,6295800,380,2331351,8791768,8791768,299963000,258022626
OP Domain Rangpur,Polashbari Zone,Polashbari Region,Chatra,800,54,27,70,50,4084408,3910626,19186,173783,7458972,769,6123910,8004177,8004177,108757000,105161898
OP Domain Rangpur,Gaibandha Zone,Saghata Region,Badiakhali,801,61,55,133,124,11880437,11748268,60262,132169,2542397,301,1704382,3127831,3127831,311543000,282665371
OP Domain Comilla,Comilla West Zone,Srikail Region,Ramchandropur,802,71,68,97,88,11476247,11126234,152880,350014,10980367,572,6775254,14257629,14257629,321008000,274648092
OP Domain Dhaka,Dhaka North Zone,Kalyanpur Region,Atibazar,803,65,61,72,64,6804527,6273208,61103,531319,6409820,564,3013199,8938310,8938310,180906000,161426269
OP Domain Chittagaon,Satkania Zone,Eidgaon Region,Banglabazar,804,77,68,88,78,9807447,9423149,9422,384298,6207971,532,2644291,8369980,8369980,252952000,229783591
OP Domain Rangpur,Gaibandha Zone,Gaibandha Region,Khankah Sharif,805,83,63,182,164,11489832,10962707,52040,527126,10655452,1049,7150065,12777095,12777095,291301000,271796121
OP Domain Bogra,Bogra Central Zone,Central Region,Kendrio-2,806,97,99,197,193,10991192,10319256,149419,671936,8966993,651,4772553,13443497,13443497,366146000,357824230
OP Domain Sylhet,Hobigonj Zone,Ashugonj Region,Bijoynagar-2,807,40,36,50,45,5725791,5375365,188263,350426,9240191,476,6022548,10975438,10975438,152045000,147877004
OP Domain Comilla,Comilla Zone,Comilla Region,Kotbari,808,48,45,81,71,10755690,10234704,81223,520986,8102841,396,3691023,11032855,11032855,293447000,261638279
OP Domain Barisal,Barisal Zone,Patuakhali Region,Barguna,809,36,32,57,51,4521248,3897585,106393,623663,12679908,1397,7424197,15342000,15342000,133735000,131905739
OP Domain Barisal,Madaripur Zone,Mostofapur Region,Mostofapur,810,66,36,74,50,11825565,11077222,29277,748343,8156852,504,3928609,12200506,12200506,289667000,233523565
OP Domain Barisal,Madaripur Zone,Vedorgonj Region,Bhedarganj,811,75,54,77,64,6274749,5950705,107428,324043,6165035,598,2819512,7174364,7174364,168150000,150292072
OP Domain Barisal,Barisal Zone,Ujirpur Region,Muladi,812,56,50,69,69,5742102,5407492,72088,334610,6640469,684,4234966,7983002,7983002,159625000,149185007
OP Domain Barisal,Madaripur Zone,Mostofapur Region,Pachkhola,813,60,49,101,90,11146180,10802060,15587,344120,3869774,284,1954204,5492176,5492176,269689000,217815300
OP Domain Barisal,Faridpur Zone,Bhanga Region,Hatkrishnapur,814,39,45,39,54,3420058,3280475,71898,139583,5563801,504,4087139,6545470,6545470,81862000,71596463
OP Domain Barisal,Faridpur Zone,Faridpur Region,Charbhadrasan,815,38,38,47,45,3404401,3212961,55406,191440,7174610,518,5390316,8448974,8448974,93850000,87615961
OP Domain Rangpur,Lalmonirhat Zone,Lalmonirhat Region,Lalmonirhat-2,816,66,43,130,105,5517262,5395797,44066,121465,5413552,640,4143832,5960231,5960231,142840000,133367419
OP Domain Rangpur,Lalmonirhat Zone,Hatibandha Region,Patgram-2,817,98,80,190,181,9017490,8852407,82093,165083,3734217,562,2258918,4248110,4248110,238994000,223897350
OP Domain Rangpur,Kurigram Zone,Kurigram Region,Ghogadaha,818,61,41,120,106,6411720,6211714,40462,200006,4656873,500,3197413,5623307,5623307,161954000,140547706
OP Domain Rangpur,Kurigram Zone,Nageshori Region,Kashipur,819,59,38,96,93,6143740,6037078,31044,106662,2507534,237,1504443,2887773,2887773,146659000,128077667
OP Domain Rangpur,Gaibandha Zone,Saghata Region,Shaghata,820,51,36,104,80,5601823,5183818,47241,418005,8050586,658,4515711,9847857,9847857,158225000,144046840
OP Domain Mymensingh,Jamalpur Zone,Jamalpur Region,Jamalpur,821,49,33,60,52,4325924,4182365,33111,143559,4868046,456,3077996,5472103,5472103,115175000,97561811
OP Domain Mymensingh,Jamalpur Zone,Sherpur-2 Region,Sherpur-4,822,46,32,77,64,4831592,4714944,44960,116648,2154921,278,1286498,2514012,2514012,124585000,109574270
OP Domain Mymensingh,Jamalpur Zone,Sarishabari Region,Dhanbari,823,57,45,73,57,5060874,4895699,63521,165176,2023139,198,984150,2577134,2577134,118049000,95483024
OP Domain Chittagaon,Noakhali Zone,Sonaimuri Region,Natherpetua,824,48,31,79,65,6434595,6319169,122303,115426,1344603,126,225139,1917074,1917074,168029000,143782733
OP Domain Rangpur,Polashbari Zone,Ghoraghat Region,Kamdia,825,45,31,105,96,4506262,4110409,84310,395853,8747520,1028,5148248,10664592,10664592,155804000,140376786
OP Domain Comilla,Comilla West Zone,Homna Region,Dulalpur,826,43,40,64,60,7578954,7294000,21128,284954,4015890,196,1696446,5241623,5241623,208574000,178206666
OP Domain Comilla,Comilla Zone,Choddogram Region,Kashinagar,827,21,23,31,33,5401742,4932846,45383,468897,8110657,406,3389167,11418757,11418757,156512000,139199000
OP Domain Chittagaon,Chittagong South Zone,Ranguniea Region,Shilok,828,64,56,90,73,8127005,8016094,13122,110911,2639211,168,1695285,3274598,3274598,195687000,159388630
OP Domain Rangpur,Rangpur Zone,Damurchakla Region,Pautanahat,829,66,52,114,100,6088831,5923329,70781,165503,3069129,392,1840700,3667120,3667120,151836000,130854433
OP Domain Mymensingh,Jamalpur Zone,Sherpur-2 Region,Sreebordi,830,29,30,56,61,5117677,4937525,2662,180153,2139043,250,1047316,2639364,2639364,120637000,99376538
OP Domain Mymensingh,Jamalpur Zone,Sherpur-2 Region,Jhenaigati,831,51,36,96,74,5870717,5732809,38871,137908,2797103,256,1586890,3274657,3274657,145578000,115013599
OP Domain Comilla,Chandpur Zone,Motlob Region,Natun Bazar-2,832,32,24,52,47,6957777,6736352,34438,221425,3581394,208,1717951,4734849,4734849,184235000,153435814
OP Domain Comilla,Comilla Zone,Chandina Region,Nimsar,833,33,22,37,33,5302482,5051617,137871,250865,7173153,398,3710076,8402178,8402178,139060000,121560757
OP Domain Mymensingh,Jamalpur Zone,Jamalpur Region,Melandah,834,41,29,63,52,5028249,4930214,8746,98035,2517182,268,1674638,2865538,2865538,107078000,78962155
OP Domain Barisal,Madaripur Zone,Vedorgonj Region,Gosairhat,835,51,38,63,51,4236057,3880916,30105,355140,4332588,472,1906400,5802182,5802182,114400000,100842894
OP Domain Comilla,Chandpur Zone,Chandpur Region,Mohamaya,836,30,27,54,44,3926202,3763988,82343,162214,4289595,408,2018877,5117700,5117700,107999000,92240231
OP Domain Comilla,Comilla West Zone,Gowripur Region,Daudkandi,837,30,23,48,43,5367098,5084443,32076,282655,9427845,440,6314742,11040396,11040396,144992000,118105820
OP Domain Comilla,Chandpur Zone,Chandpur Region,Rampur,838,18,19,26,24,3309773,2985498,47261,324274,7266789,594,3469065,8742211,8742211,100009000,88534756
OP Domain Khulna,Jessore Zone,Jessore Region,Bagharpara,839,56,40,59,46,2962571,2740684,34700,221887,8599233,1016,6083439,9572451,9572451,82426000,76642718
OP Domain Comilla,Comilla West Zone,Kutir Bazar Region,Kutir Bazar,840,26,23,37,29,3853162,3614585,48735,238577,5801365,268,2546023,6992356,6992356,108625000,90634743
OP Domain Khulna,Kushtia Zone,Alamdanga Region,Dakbangla,841,59,61,70,66,4387553,4035471,64930,352082,13409570,934,9201997,14765398,14765398,120314000,113993741
OP Domain Khulna,Khulna Zone,Bagerhat Region,Fakirhat,842,30,26,47,40,3007743,2774520,45510,233223,8901596,780,6820471,9933064,9933064,80200000,69267307
OP Domain Mymensingh,Jamalpur Zone,Jamalpur Region,Islampur-2,843,58,40,69,52,5964264,5760587,12617,203677,1975615,190,564665,2607751,2607751,141450000,107986959
OP Domain Chittagaon,Satkania Zone,Eidgaon Region,Eidgaon,844,59,42,72,61,5326060,5040812,37798,285248,4776444,496,2335260,6506610,6506610,128399000,106048033
OP Domain Khulna,Jessore Zone,Jhenidaha Region,Hat Gopalpur,845,50,41,65,55,3207958,2892645,4170,315313,7125279,852,4604321,8324765,8324765,86896000,76918455
OP Domain Barisal,Barisal Zone,Rajapur Region,Bhandaria,846,32,25,56,49,3670695,3392352,37064,278343,3038368,436,887522,4031135,4031135,96977000,80555427
OP Domain Barisal,Barisal Zone,Rajapur Region,Rajapur-3,847,44,35,66,58,3449914,3264011,59353,185903,2471672,364,888357,3150020,3150020,95949000,80899380
OP Domain Chittagaon,Chittagong South Zone,Nazirhat Region,Kazirhat-2,848,31,42,39,50,3894338,3700695,16414,193643,3061909,234,554867,3753475,3753475,111651000,99661756
OP Domain Barisal,Barisal Zone,Rajapur Region,Pirojpur,849,28,24,50,45,3308371,3064024,42605,244348,2845948,396,804866,4311043,4311043,84997000,68631520
OP Domain Khulna,Khulna Zone,Bagerhat Region,Foyla,850,38,39,51,49,3579245,3388232,52546,191012,7969288,758,5895472,8564614,8564614,90690000,79079449
OP Domain Mymensingh,Jamalpur Zone,Jamalpur Region,Nandina,851,49,20,60,37,4649749,4467463,15014,182287,2441216,242,898917,2955518,2955518,111197000,82193070
OP Domain Comilla,Comilla Zone,Choddogram Region,Chowara,852,33,27,50,39,4228124,4035166,45936,192958,4554897,274,2265293,5214938,5214938,117485000,99839091
OP Domain Comilla,Comilla Zone,Comilla Region,Brahmanpara,853,32,24,45,39,4938061,4705136,33388,232924,6125275,328,3249937,7018080,7018080,131288000,107105960
OP Domain Comilla,Chandpur Zone,Motlob Region,Kalirbazar-2,854,38,28,42,25,4419641,4308976,44202,110665,5164714,248,3569118,5624582,5624582,116284000,89314274
OP Domain Comilla,Comilla West Zone,Srikail Region,Srikail,855,28,27,39,36,4890438,4827218,65114,63220,1305618,76,639202,1446671,1446671,124736000,100041252
OP Domain Comilla,Laxmipur Zone,Laxmipur Region,Sompara,856,30,23,40,30,3718299,3648037,15240,70262,1211452,86,449086,1882999,1882999,92681000,76655537
OP Domain Rajshahi,Naogaon Zone,Raninagor Region,Bandikhara,857,50,40,74,68,3064031,2998170,21822,65862,2116926,186,1225186,2585217,2585217,78239000,64101856
OP Domain Mymensingh,Gazipur Zone,Valuka Region,Seedstore,858,46,25,65,50,5407764,5183165,28812,224599,2486777,218,522471,3475418,3475418,122594000,93596729
OP Domain Khulna,Jessore Zone,Lohagara Region,Tungipara,859,49,28,61,45,3795226,3308666,21090,486560,5918717,636,2468716,8080674,8080674,89203000,72475074
OP Domain Dhaka,Dhaka South Zone,Ruhitpur Region,Ruhitpur,860,45,20,46,22,2965211,2821309,17389,143902,4513456,286,3072831,5267620,5267620,71165000,51998714
OP Domain Sylhet,Hobigonj Zone,Ashugonj Region,Nasirnagar,861,44,30,51,48,5288172,5008201,90276,279971,3405512,226,960227,4665354,4665354,144554000,122521398
OP Domain Mymensingh,Netrokona Zone,Mymensingh Region,Sumbogong,862,25,18,48,42,2999698,2785755,54173,213943,4839327,699,2711568,5614569,5614569,72444000,56555915
OP Domain Chittagaon,Feni Zone,Gunoboti Region,Nangalkot,863,36,28,39,27,4426507,4271004,16734,155503,2814223,174,706953,3759014,3759014,119067000,99284578
OP Domain Sylhet,Beanibazar Zone,Juri Region,Shahbajpur,864,69,57,120,117,7689673,7649375,581,40298,72523,26,0,273353,273353,186670000,152854618
OP Domain Dhaka,Dhamrai Zone,Dhamrai Region,Saturia,865,29,21,39,31,1971547,1777597,18068,193950,4189611,474,2404757,4985132,4985132,52022000,41862504
OP Domain Comilla,Comilla Zone,Chandina Region,Kangshanagar,866,34,19,37,25,3360418,3159911,91083,200507,8151785,438,5248206,9032918,9032918,92940000,72313588
OP Domain Khulna,Kushtia Zone,Alamdanga Region,Horinakundo,867,46,45,62,59,2637989,2436391,104622,201598,6958297,578,4943380,7853618,7853618,78864000,73985267
OP Domain Comilla,Chandpur Zone,Foridjonj Region,Bhatra-2,868,36,29,51,33,4370895,4240184,25129,130711,1109236,110,289575,1636333,1636333,110458000,84606865
OP Domain Sylhet,Sylhet Zone,Biswanath Region,Gobindogonj-3,869,67,53,107,93,8324325,8062614,36395,261710,3622138,337,1136595,4463900,4463900,213333000,176017603
OP Domain Sylhet,Sunamganj Zone,Jawabazar Region,Banglabazar-2,870,123,75,156,115,15925071,15881529,31660,43542,588575,46,139352,851426,851426,343200000,260302794
OP Domain Sylhet,Sunamganj Zone,Sunamganj Region,Shantiganj,871,41,23,68,58,6651048,6390285,85266,260763,4181704,496,1841183,5579882,5579882,163571000,137915127
OP Domain Comilla,Comilla West Zone,Kutir Bazar Region,Kasba,872,30,20,37,28,4324135,4276217,74753,47918,2039190,96,1007262,2292450,2292450,110552000,83970498
OP Domain Chittagaon,Chittagong North Zone,Mirasorai Region,Abu torab,873,37,25,40,31,3584720,3450672,13004,134048,3290176,232,2151495,3587138,3587138,86563000,70748457
OP Domain Mymensingh,Jamalpur Zone,Sherpur-2 Region,Tinani,874,38,26,45,35,3048331,2971258,1680,77072,1230273,158,379513,1557712,1557712,76267000,57061208
OP Domain Mymensingh,Tangail Zone,Ghatail Region,Gopalpur,875,39,25,54,43,3586775,3432369,28308,154406,1244893,118,261079,1989837,1989837,82024000,58148031
OP Domain Mymensingh,Jamalpur Zone,Sarishabari Region,Sarishabari,876,38,26,71,62,5287883,5196209,13773,91674,899020,100,207762,1453121,1453121,114061000,78533856
OP Domain Chittagaon,Feni Zone,Dagonbuyan Region,Chaprashirhat,877,33,18,38,26,3660876,3589114,30703,71761,2002617,148,510869,2416748,2416748,92997000,78752920
OP Domain Khulna,Kushtia Zone,RAJBARI REGION,Kalukhali,878,44,43,42,38,3352233,3285279,67309,66954,1748371,188,947884,2222055,2222055,83607000,68735638
OP Domain Mymensingh,Netrokona Zone,Kishoreganj Region,Hossainpur,879,39,35,68,64,4118763,4008141,82269,110622,950754,114,277693,1397139,1397139,93976000,68871487
OP Domain Barisal,Barisal Zone,Ujirpur Region,Babuganj,880,47,29,56,44,3750875,3508556,15985,242319,1538487,194,230939,2732485,2732485,89391000,63576462
OP Domain Khulna,Kushtia Zone,CHUADANGA REGION,Baradi,881,57,53,61,58,3845978,3707239,14047,138739,3331279,270,2051827,3818080,3818080,102755000,81893082
OP Domain Khulna,Kushtia Zone,CHUADANGA AREA,Darshana,882,49,38,66,56,3481335,3308932,78185,172403,2826929,278,1338593,3472183,3472183,89208000,66139928
OP Domain Chittagaon,Chittagong North Zone,Kumira Region,Shiber Hat,883,45,26,59,41,5078050,5054552,9793,23497,304190,38,27205,340859,340859,114455000,70511845
OP Domain Chittagaon,Feni Zone,Dagonbuyan Region,Olamabazar,884,25,18,30,30,3265420,3070444,31305,194976,2273095,166,371568,3205299,3205299,73374000,44806463
OP Domain Comilla,Comilla West Zone,Kutir Bazar Region,Nayanpur,885,18,13,30,25,3465946,3269350,64154,196597,1127063,104,77417,2188288,2188288,76270000,44632248
OP Domain Comilla,Laxmipur Zone,Alexander Region,Shantirhat-2,886,24,15,35,25,4165490,4119617,15264,45872,322131,40,0,556973,556973,83825000,52595076
OP Domain Sylhet,Moulvibazar Zone,Auskandi Region,Imambari,887,41,19,43,26,4180980,4115824,5493,65156,261063,32,0,711945,711945,86664000,55450633
OP Domain Sylhet,Moulvibazar Zone,Komolganj Region,Khagabola,888,37,14,42,26,4891463,4867255,444,24207,180812,20,53667,233730,233730,93436000,56077475
OP Domain Sylhet,Sunamganj Zone,Sunamganj Region,Ambari-2,889,44,17,63,40,5617961,5612966,0,4996,25605,4,0,50636,50636,109050000,63430715
OP Domain Comilla,Laxmipur Zone,Raypur Region,Gridakalindia,890,20,14,21,12,2191448,1922527,48419,268921,2730752,210,555867,4686386,4686386,44167000,23331049
OP Domain Comilla,Chandpur Zone,kochua Region,Jagatpur,891,44,30,54,34,4567268,4554312,444,12956,113855,8,0,197245,197245,89638000,45604433
OP Domain Comilla,Comilla Zone,Bagmara Region,Bijoypur,892,32,17,28,13,3305437,3205291,2595,100146,452852,46,0,1224230,1224230,59545000,30110179
OP Domain Mymensingh,Gazipur Zone,Valuka Region,Valuka,893,37,23,54,43,4026420,3919788,10035,106632,611878,56,0,1083312,1083312,71147000,40369288
OP Domain Mymensingh,Gazipur Zone,Trishal Region,Trishal,894,37,24,65,58,4604681,4373843,3046,230838,812535,148,0,2169028,2169028,82148000,45924089
OP Domain Sylhet,Hobigonj Zone,Hobigonj Region,Ajmiriganj,895,55,22,69,37,4403664,4359453,4594,44211,164656,26,0,458295,458295,78565000,43532714
OP Domain Mymensingh,Jamalpur Zone,Jamalpur Region,Muktagacha,896,47,34,59,48,3990516,3902866,9715,87649,584858,80,0,935607,935607,68536000,36194568
OP Domain Mymensingh,Jamalpur Zone,Jamalpur Region,Chechua,897,38,40,56,57,3700211,3563233,0,136977,694523,100,0,1212394,1212394,63260000,34015278
OP Domain Mymensingh,Gazipur Zone,Trishal Region,Fulbaria,898,70,40,92,66,4503701,4447904,266,55797,234981,44,0,644042,644042,77597000,41189747
OP Domain Sylhet,Sylhet Zone,Khadimnagar Region,Horipur,899,52,46,91,83,5548395,5370660,6344,177736,557244,84,0,1756254,1756254,101640000,59311299
OP Domain Sylhet,Sunamganj Zone,Jawabazar Region,Dularbazar,900,94,24,77,0,5309088,5309088,0,0,0,0,0,0,0,74225000,24215520
OP Domain Bogra,Bogra Central Zone,Central Region,Central Branch,901,50,38,75,63,4521463,4131799,99286,389664,8361006,743,5406380,10116537,10116537,11155202800,8980349944
OP Domain Bogra,Bogra North Zone,Gabtoli Region,Hatfulbari Branch,902,86,77,141,131,7830753,7635032,43825,195721,4968239,440,3533407,5786461,5786461,343536000,323258416
OP Domain Bogra,Bogra North Zone,Shibganj Region,Pirob Branch,903,53,49,77,74,5503906,5096436,134773,407471,8018594,919,5211856,10325484,10325484,244703000,231999846
OP Domain Bogra,Bogra Central Zone,Banani Region,Shahjahanpur Branch,904,42,32,64,64,5558578,5114418,112848,444161,20827212,1240,17588999,23072634,23072634,249764000,242987984
OP Domain Bogra,Bogra Central Zone,Bogura Town Region,Kahalu Branch,905,41,39,84,88,6209709,5888705,33159,321003,6608130,708,5018702,8590858,8590858,237817000,220606184
OP Domain Bogra,Sirajganj Zone,Kamarkhanda Region,Kamarkanda Branch,906,35,33,61,72,4884116,4740552,78293,143564,3379286,350,1975957,4163679,4163679,189520000,170584818
OP Domain Bogra,Bogra North Zone,Baluahat Region,Mokamtola Branch,907,59,52,90,87,6787524,6269561,124118,517963,15145111,1388,11219595,17932778,17932778,306666000,294750864
OP Domain Bogra,Bogra Central Zone,Banani Region,Fultola Branch,908,32,31,69,65,5882566,5540725,66056,341841,11785012,900,9491901,13758957,13758957,263664000,258010801
OP Domain Bogra,Bogra Central Zone,Bogura Town Region,Naruli Branch,909,65,40,80,72,6557977,6075178,118175,482799,14829119,1112,11517467,16638883,16638883,285483000,269229936
OP Domain Bogra,Joypurhat Zone,Joypurhat Region,Joypurhat Branch,910,49,44,80,74,4185885,4020546,94318,165339,11048853,1036,8872356,12158093,12158093,201690000,207223382
OP Domain Bogra,Joypurhat Zone,Hakimpur Region,Panchbibi Branch,911,52,48,88,85,5321352,4956655,114203,364697,11963518,1024,8794435,13432597,13432597,239774000,229299608
OP Domain Bogra,Joypurhat Zone,Kalai Region,Kalai Branch,912,60,60,87,94,5928941,5558514,105038,370427,14578356,1457,11547669,16401478,16401478,305952000,304191887
OP Domain Bogra,Bogra Central Zone,Bogura Town Region,Bogra Shohor Branch,913,51,48,81,77,7059607,6449211,65748,610396,13988852,903,9718286,16322451,16322451,314629000,294857878
OP Domain Rajshahi,Naogaon Zone,Naogaon Region,Santahar Branch,914,43,35,68,62,5019833,4826527,103261,193306,19109522,1650,17246181,20277204,20277204,200665000,180873588
OP Domain Bogra,Bogra South Zone,Sherpur Region,Sherpur Branch,915,65,50,119,93,10530004,9755759,249983,774245,20991521,1338,13900646,24469419,24469419,420909000,373236044
OP Domain Bogra,Bogra North Zone,Gabtoli Region,Gabtoli Branch,916,52,38,64,56,3302168,3066691,60132,235477,9054439,882,6214076,10073550,10073550,158301000,151463784
OP Domain Bogra,Joypurhat Zone,Hakimpur Region,Hakimpur Branch,917,50,55,111,103,8006563,7451236,121679,555327,16383094,1424,11238407,18612392,18612392,345720000,327858195
OP Domain Rajshahi,Najipur Zone,Najipur Region,Dhamoirhat Branch,918,30,27,60,58,3599811,3477702,35083,122109,9553037,837,8586185,10130618,10130618,162571000,162376526
OP Domain Dinajpur,Dinajpur Zone,Fulbari Region,Birampur Branch,919,67,55,92,86,5936092,5688955,62656,247138,5834079,485,3817841,7127539,7127539,242900000,231176191
OP Domain Rajshahi,Najipur Zone,Badalgachi Region,Akkelpur Branch,920,48,40,81,73,4279905,3944768,31767,335137,8907320,1029,6773523,10409606,10409606,175955000,170845887
OP Domain Bogra,Bogra South Zone,Gohail Region,Nandigram Branch,921,51,54,80,78,4959721,4657507,51299,302213,7278089,797,4813478,9348610,9348610,228061000,222276267
OP Domain Rangpur,Polashbari Zone,Ghoraghat Region,Raniganj Branch,922,52,40,81,72,4915231,4546463,45943,368768,13100445,1064,10110293,14434509,14434509,203505000,189077029
OP Domain Rajshahi,Najipur Zone,Badalgachi Region,Badalgachi Branch,923,35,26,70,61,3485258,3257702,90236,227556,11560717,1011,9797882,12560551,12560551,148613000,145713132
OP Domain Rajshahi,Najipur Zone,Najipur Region,Nazipur Branch,924,41,27,73,59,3685368,3433948,67338,251420,10983921,1127,8936966,12010226,12010226,176303000,174146500
OP Domain Dinajpur,Dinajpur Zone,Dinajpur Region,Dinajpur Branch,925,43,42,90,86,6301365,5823548,66977,477817,16458350,1227,12492488,18308588,18308588,276155000,266311744
OP Domain Bogra,Sirajganj Zone,Ullapara Region,Shahjadpur Branch,926,40,34,74,67,4149401,3987360,65086,162041,6122621,644,4989712,6993753,6993753,163708000,151328495
OP Domain Bogra,Sirajganj Zone,Ullapara Region,Ullapara Branch,927,29,25,51,56,3576450,3376086,52440,200365,5599692,500,3911852,6304465,6304465,161364000,156206897
OP Domain Natore,Chatmohor Zone,Bera Region,Bera Branch,928,73,62,94,87,5222467,4961435,41172,261033,6255508,640,4434929,7478566,7478566,213326000,206880682
OP Domain Natore,Chatmohor Zone,Bera Region,Kashinathpur Branch,929,44,34,69,65,4434440,4139004,39372,295435,8959848,740,6883599,10133976,10133976,174826000,163035116
OP Domain Dinajpur,Dinajpur Zone,Ambari Region,Chirirbandar Branch,930,56,53,95,90,6942726,6701167,88052,241559,10072794,936,7499448,10896421,10896421,284600000,266929195
OP Domain Dinajpur,Dinajpur Zone,Dinajpur Region,Basherhat Branch,931,66,52,88,79,5071656,4696613,92067,375043,11722389,954,8394196,12961099,12961099,225840000,220551224
OP Domain Rajshahi,Najipur Zone,Najipur Region,Mohadevpur Branch,932,49,33,58,49,3545455,3327990,88019,217465,7608704,676,5265610,8460052,8460052,153402000,148834617
OP Domain Dinajpur,Syedpur Zone,Ranirbandar Region,Ranirbandar Branch,933,56,42,112,100,6912267,6482344,42457,429923,15361685,1398,11609437,16829346,16829346,260201000,242123877
OP Domain Rajshahi,Najipur Zone,Sapahar Region,Shapaher Branch,934,56,46,82,78,4431516,4250113,87950,181403,7495005,774,6212005,8484551,8484551,188802000,183395848
OP Domain Dinajpur,Syedpur Zone,Ranirbandar Region,Pakarhat Branch,935,50,46,112,100,5471420,5221852,44776,249568,6185660,688,4191975,6733441,6733441,215656000,199842035
OP Domain Bogra,Sirajganj Zone,Sirajgonj Region,Sirajgonj Branch,936,43,33,63,58,4675136,4303973,80940,371162,8882889,749,5679504,10281541,10281541,195436000,178627474
OP Domain Bogra,Sirajganj Zone,Nimgachi Region,Nimgachi Branch,937,49,41,77,68,4238342,4027764,66437,210578,9217328,960,7042558,10454267,10454267,164772000,150698728
OP Domain Natore,Pabna Zone,Bongram Region,Ataikula Branch,938,37,42,58,68,4256011,3799575,42807,456436,11200940,859,7280444,13512833,13512833,189321000,179934981
OP Domain Natore,Chatmohor Zone,Faridpur-2 Region,Santhia Branch,939,69,45,96,81,5404072,5227564,52275,176509,5247962,505,3736627,6018982,6018982,201524200,183208848
OP Domain Natore,Puthia Zone,Puthia Region,Puthia Branch,940,35,27,72,59,3980142,3840917,50250,139224,8215265,767,6669994,8841701,8841701,157289000,145894135
OP Domain Natore,Puthia Zone,Charghat Region,Baneshwar Branch,941,39,36,58,56,4022500,3809981,84971,212520,10070616,802,7959880,10837292,10837292,169829000,160807069
OP Domain Natore,Natore Zone,Natore Region,Akdala Branch,942,32,31,66,59,3769755,3457992,50689,311764,6647253,560,4217806,8547868,8547868,157121000,146511569
OP Domain Rajshahi,Rajshahi Zone,Rajshahi Region,Katakhali Branch,943,83,55,96,83,5303503,5073166,75221,230338,6128817,534,4234830,7277849,7277849,198708000,176377794
OP Domain Dinajpur,Dinajpur Zone,Fulbari Region,Fulbari Branch,944,63,48,96,82,6006756,5733303,52910,273453,8223103,641,5034550,9571330,9571330,264837000,251031381
OP Domain Dinajpur,Syedpur Zone,Syedpur Region,Sayedpur Branch,945,93,56,111,73,6040577,5705390,57902,335187,13768895,1687,11206672,15127765,15127765,210503000,186316414
OP Domain Bogra,Sirajganj Zone,Nimgachi Region,Hatikumrul Branch,946,35,27,57,51,3199902,2888600,22043,311302,7712073,744,4932690,8977266,8977266,159491000,148766772
OP Domain Dinajpur,Syedpur Zone,Bodorgonj Region,Parbatipur Branch,947,91,77,118,101,6554299,6163204,24529,391095,6591807,547,3704720,8413844,8413844,254736000,233679760
OP Domain Dinajpur,Syedpur Zone,Nilfamari Region,Nilphamari Branch,948,55,46,98,85,5283898,4808847,41097,475052,12347966,1498,8398269,13508086,13508086,194365000,178518722
OP Domain Dinajpur,Thakurgaon Zone,Birgonj Region,Birgonj Branch,949,39,37,88,82,4684466,4340917,59179,343549,11370437,1247,8777173,12836020,12836020,187323000,173860048
OP Domain Bogra,Bogra South Zone,Dhunat Region,Dhunut Branch,950,42,29,72,61,4515556,4303926,153163,211629,9788354,759,7167631,10565183,10565183,206781000,186707383
